runoff_obs,basin_cfs_pred,year,month,day,precip
13.3,2.3,1970,1,23.6666666667,7.2
13.4,2.2,1970,1,23.7083333333,7.2
13.5,2.2,1970,1,23.75,7.2
13.6,2.2,1970,1,23.7916666667,7.2
13.7,2.2,1970,1,23.8333333333,7.2
13.7,2.2,1970,1,23.875,7.2
13.8,2.2,1970,1,23.9166666667,7.2
13.9,2.2,1970,1,23.9583333333,7.2
14,2.2,1970,1,24.0,7.2
14.1,2.2,1970,1,24.0416666667,7.2
14.2,2.2,1970,1,24.0833333333,7.2
14.3,2.2,1970,1,24.125,7.2
14.4,2.1,1970,1,24.1666666667,7.2
14.3,2.1,1970,1,24.2083333333,7.2
14.2,2.1,1970,1,24.25,7.2
14.1,2.1,1970,1,24.2916666667,7.2
14,2.1,1970,1,24.3333333333,7.2
14,2.1,1970,1,24.375,7.2
14,2.1,1970,1,24.4166666667,7.2
14,2.1,1970,1,24.4583333333,7.2
14,2.1,1970,1,24.5,7.2
14,2.1,1970,1,24.5416666667,7.2
14,2.1,1970,1,24.5833333333,7.2
14,2.1,1970,1,24.625,7.2
14,2,1970,1,24.6666666667,7.2
14,2,1970,1,24.7083333333,7.2
14,2,1970,1,24.75,7.2
14,2,1970,1,24.7916666667,7.2
14,2,1970,1,24.8333333333,7.2
14,2,1970,1,24.875,7.2
14,2,1970,1,24.9166666667,7.2
14,2,1970,1,24.9583333333,7.2
14,2,1970,1,25.0,7.2
13.9,2,1970,1,25.0416666667,7.2
13.9,2,1970,1,25.0833333333,7.2
13.8,2,1970,1,25.125,7.2
13.8,1.9,1970,1,25.1666666667,7.2
13.8,1.9,1970,1,25.2083333333,7.2
13.7,1.9,1970,1,25.25,7.2
13.7,1.9,1970,1,25.2916666667,7.2
13.6,1.9,1970,1,25.3333333333,7.2
13.6,1.9,1970,1,25.375,7.2
13.6,1.9,1970,1,25.4166666667,7.2
13.6,1.9,1970,1,25.4583333333,7.2
13.6,1.9,1970,1,25.5,7.2
13.6,1.9,1970,1,25.5416666667,7.2
13.6,1.9,1970,1,25.5833333333,7.2
13.6,1.9,1970,1,25.625,7.2
13.6,1.9,1970,1,25.6666666667,7.2
13.6,1.8,1970,1,25.7083333333,7.2
13.6,1.8,1970,1,25.75,7.2
13.6,1.8,1970,1,25.7916666667,7.2
13.6,1.8,1970,1,25.8333333333,7.2
13.6,1.8,1970,1,25.875,7.2
13.6,1.8,1970,1,25.9166666667,7.2
13.6,1.8,1970,1,25.9583333333,7.2
13.6,1.8,1970,1,26.0,7.2
13.2,1.8,1970,1,26.0416666667,7.2
13.5,1.8,1970,1,26.0833333333,7.2
13.1,1.8,1970,1,26.125,7.2
13.1,1.8,1970,1,26.1666666667,7.2
13.1,1.8,1970,1,26.2083333333,7.2
13.1,1.7,1970,1,26.25,7.2
13,1.7,1970,1,26.2916666667,7.2
13,1.7,1970,1,26.3333333333,7.2
13,1.7,1970,1,26.375,7.2
